Id,properties._n_name,properties.n_name,modularity_class
5366824,,,6
5366826,,,6
5366828,,,6
5366830,,,6
5366832,,,6
5366834,,,6
5366836,,,6
5366838,,,6
5366840,,,6
5366842,,,6
5366844,,,6
5366846,,,6
5366848,,,6
5345018,,,6
5366850,,,6
5345020,,,6
5366852,,,6
5389407,,,6
5345022,,,6
5366856,,,6
5389409,,,6
5345024,,,6
5366858,,,6
5389411,,,6
5345026,,,6
5368850,,,6
5389413,,,6
5345028,,,6
5370940,,,6
5389415,,,6
5373329,,,6
5374589,,,6
5389359,,,6
5389417,,,6
5389321,,,6
5375853,,,6
5389361,,,6
5389419,,,6
173797,NEURODEVELOPMENTAL ABNORMALITY,NEURODEVELOPMENTAL ABNORMALITY,6
5389405,,,6
5391885,,,6
5391771,,,6
5389323,,,6
5389363,,,6
128827,FINGER AGNOSIA,FINGER AGNOSIA,6
118798,ABNORMAL SOCIAL BEHAVIOR|ABNORMAL SOCIAL BEHAVIOUR|ABNORMAL SOCIAL INTERACTIONS,"['ABNORMAL SOCIAL BEHAVIOR', 'ABNORMAL SOCIAL BEHAVIOUR', 'ABNORMAL SOCIAL INTERACTIONS']",6
72560,DEPOSITS IMMUNOREACTIVE TO BETA-AMYLOID PROTEIN,DEPOSITS IMMUNOREACTIVE TO BETA-AMYLOID PROTEIN,6
19366,LATE-ONSET FAMILIAL ALZHEIMER DISEASE,LATE-ONSET FAMILIAL ALZHEIMER DISEASE,6
