Id,modularity_class,properties._n_name,properties.n_name
13132,15,"nan, SUNCT HEADACHE|SHORT-LASTING, UNILATERAL, NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING|SUNCT SYNDROME, SUNCT SYNDROMES|SYNDROME, SUNCT|SYNDROMES, SUNCT|SUNCT SYNDROME, SUNCT SYNDROME, SÍNDROME SUNCT, SUNCT SYNDROME, SUNCT SYNDROME|SHORT-LASTING UNILATERAL NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING SYNDROME|SHORT-LASTING, UNILATERAL, NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING|SUNCT (SHORT-LASTING UNILATERAL NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING) SYNDROME|SUNCT HEADACHE|SUNCT SYNDROMES|SYNDROME, SUNCT|SYNDROMES, SUNCT, SHORT-LASTING UNILATERAL NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING|SHORT-LASTING, UNILATERAL, NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING|SUNCT HEADACHE|SUNCT SYNDROME","nan, ['SUNCT HEADACHE', 'SHORT-LASTING, UNILATERAL, NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING', 'SUNCT SYNDROME'], ['SUNCT SYNDROMES', 'SYNDROME, SUNCT', 'SYNDROMES, SUNCT', 'SUNCT SYNDROME'], SUNCT SYNDROME, SÍNDROME SUNCT, SUNCT SYNDROME, ['SUNCT SYNDROME', 'SHORT-LASTING UNILATERAL NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING SYNDROME', 'SHORT-LASTING, UNILATERAL, NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING', 'SUNCT (SHORT-LASTING UNILATERAL NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING) SYNDROME', 'SUNCT HEADACHE', 'SUNCT SYNDROMES', 'SYNDROME, SUNCT', 'SYNDROMES, SUNCT'], ['SHORT-LASTING UNILATERAL NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING', 'SHORT-LASTING, UNILATERAL, NEURALGIFORM HEADACHE ATTACKS WITH CONJUNCTIVAL INJECTION AND TEARING', 'SUNCT HEADACHE', 'SUNCT SYNDROME']"
79348,15,ABNORMAL EMOTION/AFFECT BEHAVIOUR|ABNORMAL EMOTION/AFFECT BEHAVIOR,"['ABNORMAL EMOTION/AFFECT BEHAVIOUR', 'ABNORMAL EMOTION/AFFECT BEHAVIOR']"
118258,15,EPISODIC VOMITING|FREQUENT VOMITING,"['EPISODIC VOMITING', 'FREQUENT VOMITING']"
68813,15,EPIGASTRIUM PAIN|EPIGASTRIC PAIN,"['EPIGASTRIUM PAIN', 'EPIGASTRIC PAIN']"
128581,15,LIMITED NECK MOVEMENT|DECREASED CERVICAL SPINE MOBILITY,"['LIMITED NECK MOVEMENT', 'DECREASED CERVICAL SPINE MOBILITY']"
173264,15,VOMITTING BLOOD|HEMATEMESIS,"['VOMITTING BLOOD', 'HEMATEMESIS']"
31105,15,ANAEMIA|LOW NUMBER OF RED BLOOD CELLS OR HEMOGLOBIN|DECREASED HEMOGLOBIN|ANEMIA,"['ANAEMIA', 'LOW NUMBER OF RED BLOOD CELLS OR HEMOGLOBIN', 'DECREASED HEMOGLOBIN', 'ANEMIA']"
120246,15,ABNORMAL POSTURING,ABNORMAL POSTURING
64848,15,ABNORMAL HEAD MOVEMENTS,['ABNORMAL HEAD MOVEMENTS']
98638,15,ABNORMAL CORPUS CALLOSUM|ABNORMALITY OF THE CORPUS CALLOSUM|CORPUS CALLOSUM ABNORMALITY|ABNORMAL CORPUS CALLOSUM MORPHOLOGY,"['ABNORMAL CORPUS CALLOSUM', 'ABNORMALITY OF THE CORPUS CALLOSUM', 'CORPUS CALLOSUM ABNORMALITY', 'ABNORMAL CORPUS CALLOSUM MORPHOLOGY']"
