Id,modularity_class,properties._n_name,properties.n_name
5347196,16,,
5347198,16,,
5347200,16,,
143257,16,"X-LINKED DOMINANT INHERITANCE|X-LINKED DOMINANT, X-LINKED DOMINANT, X-LINKED DOMINANT|X-LINKED DOMINANT INHERITANCE","['X-LINKED DOMINANT INHERITANCE', 'X-LINKED DOMINANT'], X-LINKED DOMINANT, ['X-LINKED DOMINANT', 'X-LINKED DOMINANT INHERITANCE']"
5390213,16,,
5347202,16,,
5347204,16,,
5370370,16,,
5347206,16,,
5357612,16,,
5366182,16,,
2599474,16,,
5391323,16,,
5379237,16,,
5384905,16,,
5379457,16,,
5379459,16,,
5384903,16,,
5391315,16,,
5390211,16,,
5391317,16,,
5391319,16,,
5391321,16,,
5391325,16,,
5366170,16,,
5388925,16,,
5362534,16,,
5366158,16,,
5366160,16,,
2599785,16,,
5366166,16,,
2594349,16,,
5348700,16,,
5391305,16,,
5348702,16,,
5348704,16,,
5348706,16,,
5370960,16,,
162125,16,CAMPTODACTYLY OF HANDS|CAMPTODACTYLY OF PROXIMAL INTERPHALANGEAL JOINT|CONTRACTURES OF THE PROXIMAL INTERPHALANGEAL JOINTS OF THE FINGERS|FLEXION CONTRACTURES OF PROXIMAL INTERPHALANGEAL JOINTS|PERMANENT FLEXION OF THE FINGER|PROXIMAL INTERPHALANGEAL FINGER JOINT CONTRACTURES|CAMPTODACTYLY OF FINGER,"['CAMPTODACTYLY OF HANDS', 'CAMPTODACTYLY OF PROXIMAL INTERPHALANGEAL JOINT', 'CONTRACTURES OF THE PROXIMAL INTERPHALANGEAL JOINTS OF THE FINGERS', 'FLEXION CONTRACTURES OF PROXIMAL INTERPHALANGEAL JOINTS', 'PERMANENT FLEXION OF THE FINGER', 'PROXIMAL INTERPHALANGEAL FINGER JOINT CONTRACTURES', 'CAMPTODACTYLY OF FINGER']"
121358,16,FULL LIPS|INCREASED VOLUME OF LIP|INCREASED VOLUME OF LIP VERMILLION|PLUMP LIPS|PROMINENT LIPS|THICK LIPS|THICK VERMILION BORDER,"['FULL LIPS', 'INCREASED VOLUME OF LIP', 'INCREASED VOLUME OF LIP VERMILLION', 'PLUMP LIPS', 'PROMINENT LIPS', 'THICK LIPS', 'THICK VERMILION BORDER']"
109189,16,ABNORMALITY OF THE ANTITRAGUS,ABNORMALITY OF THE ANTITRAGUS
165753,16,ABSENT/SMALL CEREBELLUM|ABSENT/UNDERDEVELOPED CEREBELLUM|ATROPHY/DEGENERATION AFFECTING THE CEREBELLUM|ATROPHY/HYPOPLASIA OF THE CEREBELLUM|CEREBELLAR HYPOPLASIA/ATROPHY|APLASIA/HYPOPLASIA OF THE CEREBELLUM,"['ABSENT/SMALL CEREBELLUM', 'ABSENT/UNDERDEVELOPED CEREBELLUM', 'ATROPHY/DEGENERATION AFFECTING THE CEREBELLUM', 'ATROPHY/HYPOPLASIA OF THE CEREBELLUM', 'CEREBELLAR HYPOPLASIA/ATROPHY', 'APLASIA/HYPOPLASIA OF THE CEREBELLUM']"
62116,16,CURVATURE OF LITTLE FINGER|CURVATURE OF PINKIE FINGER|CURVATURE OF PINKY FINGER|BILATERAL FIFTH DIGIT CLINODACTYLY|BILATERAL FIFTH FINGER CLINODACTYLY|CLINODACTYLY OF FIFTH DIGIT|CLINODACTYLY OF THE LITTLE FINGER|FIFTH FINGER CLINODACTYLY|PERMANENT CURVING OF THE PINKIE FINGER|CLINODACTYLY OF THE 5TH FINGER,"['CURVATURE OF LITTLE FINGER', 'CURVATURE OF PINKIE FINGER', 'CURVATURE OF PINKY FINGER', 'BILATERAL FIFTH DIGIT CLINODACTYLY', 'BILATERAL FIFTH FINGER CLINODACTYLY', 'CLINODACTYLY OF FIFTH DIGIT', 'CLINODACTYLY OF THE LITTLE FINGER', 'FIFTH FINGER CLINODACTYLY', 'PERMANENT CURVING OF THE PINKIE FINGER', 'CLINODACTYLY OF THE 5TH FINGER']"
175115,16,FINE HAIR|FINE HAIR SHAFT|FINE HAIR TEXTURE|THIN HAIR|THIN HAIR SHAFT|THIN HAIR TEXTURE|THINNED HAIR,"['FINE HAIR', 'FINE HAIR SHAFT', 'FINE HAIR TEXTURE', 'THIN HAIR', 'THIN HAIR SHAFT', 'THIN HAIR TEXTURE', 'THINNED HAIR']"
100689,16,ABNORMAL FINGERNAILS|ABNORMALITY OF THE FINGERNAILS|ABNORMAL FINGERNAIL MORPHOLOGY,"['ABNORMAL FINGERNAILS', 'ABNORMALITY OF THE FINGERNAILS', 'ABNORMAL FINGERNAIL MORPHOLOGY']"
115995,16,ABNORMALITY OF THE LONG BONE OF HAND|ANOMALY OF THE METACARPAL BONES|ABNORMALITY OF THE METACARPAL BONES,"['ABNORMALITY OF THE LONG BONE OF HAND', 'ANOMALY OF THE METACARPAL BONES', 'ABNORMALITY OF THE METACARPAL BONES']"
167251,16,KIDNEY STONES|RENAL CALCULI|RENAL STONES|NEPHROLITHIASIS,"['KIDNEY STONES', 'RENAL CALCULI', 'RENAL STONES', 'NEPHROLITHIASIS']"
71083,16,BROAD NOSE|INCREASED BREADTH OF NOSE|INCREASED NASAL BREADTH|INCREASED NASAL WIDTH|INCREASED WIDTH OF NOSE|WIDE NOSE,"['BROAD NOSE', 'INCREASED BREADTH OF NOSE', 'INCREASED NASAL BREADTH', 'INCREASED NASAL WIDTH', 'INCREASED WIDTH OF NOSE', 'WIDE NOSE']"
71733,16,"ALA NASI, UNDERDEVELOPED|ALAR CARTILAGE HYPOPLASIA|DECREASED SIZE OF NASAL ALAE|HYPOPLASTIC ALAE NASAE|HYPOPLASTIC ALAE NASI|HYPOPLASTIC ALAR CARTILAGE|HYPOPLASTIC ALAR NASAE|HYPOPLASTIC NARES|HYPOPLASTIC NASAL ALAE|HYPOPLASTIC NASAL WINGS|HYPOPLASTIC NOSTRILS|NASAL CARTILAGE HYPOPLASIA|SMALL NASAL ALAE|THIN HYPOPLASTIC ALAE NASI|UNDERDEVELOPED TISSUE AROUND NOSTRIL|UNDERDEVELOPED NASAL ALAE","['ALA NASI, UNDERDEVELOPED', 'ALAR CARTILAGE HYPOPLASIA', 'DECREASED SIZE OF NASAL ALAE', 'HYPOPLASTIC ALAE NASAE', 'HYPOPLASTIC ALAE NASI', 'HYPOPLASTIC ALAR CARTILAGE', 'HYPOPLASTIC ALAR NASAE', 'HYPOPLASTIC NARES', 'HYPOPLASTIC NASAL ALAE', 'HYPOPLASTIC NASAL WINGS', 'HYPOPLASTIC NOSTRILS', 'NASAL CARTILAGE HYPOPLASIA', 'SMALL NASAL ALAE', 'THIN HYPOPLASTIC ALAE NASI', 'UNDERDEVELOPED TISSUE AROUND NOSTRIL', 'UNDERDEVELOPED NASAL ALAE']"
87512,16,ELONGATED PHILTRUM|INCREASED HEIGHT OF PHILTRUM|INCREASED LENGTH OF PHILTRUM|INCREASED VERTICAL DIMENSION OF PHILTRUM|VERTICAL HYPERPLASIA OF PHILTRUM|LONG PHILTRUM,"['ELONGATED PHILTRUM', 'INCREASED HEIGHT OF PHILTRUM', 'INCREASED LENGTH OF PHILTRUM', 'INCREASED VERTICAL DIMENSION OF PHILTRUM', 'VERTICAL HYPERPLASIA OF PHILTRUM', 'LONG PHILTRUM']"
197286,16,BROAD MOUTH|LARGE MOUTH|LARGE ORAL APERTURE|MACROSTOMIA|WIDE MOUTH,"['BROAD MOUTH', 'LARGE MOUTH', 'LARGE ORAL APERTURE', 'MACROSTOMIA', 'WIDE MOUTH']"
