Id,modularity_class,properties._n_name,properties.n_name
2481963,24,"WELL-CIRCUMSCRIBED LESION, WELL-CIRCUMSCRIBED LESION","WELL-CIRCUMSCRIBED LESION, WELL-CIRCUMSCRIBED LESION"
78175,24,"BENIGN NEOPLASM OF THE CENTRAL NERVOUS SYSTEM|BENIGN NEOPLASM OF CENTRAL NERVOUS SYSTEM|BENIGN NEOPLASM OF CNS (CENTRAL NERVOUS SYSTEM)|BENIGN NEOPLASM OF THE CNS, BENIGN NEOPLASM OF THE CNS|BENIGN NEOPLASM OF THE CENTRAL NERVOUS SYSTEM, BENIGN NEOPLASM OF NERVOUS SYSTEM (CENTRAL) NOS|BENIGN NEOPLASM OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED","['BENIGN NEOPLASM OF THE CENTRAL NERVOUS SYSTEM', 'BENIGN NEOPLASM OF CENTRAL NERVOUS SYSTEM', 'BENIGN NEOPLASM OF CNS (CENTRAL NERVOUS SYSTEM)', 'BENIGN NEOPLASM OF THE CNS'], ['BENIGN NEOPLASM OF THE CNS', 'BENIGN NEOPLASM OF THE CENTRAL NERVOUS SYSTEM'], ['BENIGN NEOPLASM OF NERVOUS SYSTEM (CENTRAL) NOS', 'BENIGN NEOPLASM OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED']"
5306618,24,PERIPHERAL HEMANGIOBLASTOMA,PERIPHERAL HEMANGIOBLASTOMA
662064,24,"CYST, CYST|CYSTS, CYSTS|CYST","CYST, ['CYST', 'CYSTS'], ['CYSTS', 'CYST']"
13134,24,"nan, TARLOV CYSTS|PERINEURAL CYSTS|SACRAL NEURAL CYSTS|SACRAL PERINEURAL CYSTS|SACRAL TARLOV CYSTS|TARLOV CYST, QUISTE PERINEURAL, PERINEURAL CYST, CYST, PERINEURAL|CYST, PERINEURIAL|CYST, SACRAL PERINEURAL|CYSTS, PERINEURAL|CYSTS, PERINEURIAL|CYSTS, SACRAL PERINEURAL|CYSTS, SACRAL TARLOV|CYSTS, TARLOV|PERINEURAL CYST|PERINEURAL CYSTS|PERINEURIAL CYST|PERINEURIAL CYSTS|SACRAL PERINEURAL CYST|SACRAL PERINEURAL CYSTS|SACRAL TARLOV CYSTS|TARLOV CYSTS, PERINEURAL CYST|CYST OF NERVE ROOT|CYST OF THE NERVE ROOT|CYST, PERINEURAL|CYST, PERINEURIAL|CYST, SACRAL PERINEURAL|CYSTS, PERINEURAL|CYSTS, PERINEURIAL|CYSTS, SACRAL PERINEURAL|CYSTS, SACRAL TARLOV|CYSTS, TARLOV|NERVE ROOT CYST|PERINEURAL CYSTS|PERINEURIAL CYST|PERINEURIAL CYSTS|SACRAL PERINEURAL CYST|SACRAL PERINEURAL CYSTS|SACRAL TARLOV CYSTS|TARLOV CYST|TARLOV CYSTS, PERINEURAL CYST|CYST OF NERVE ROOT|CYST OF THE NERVE ROOT|NERVE ROOT CYST|PERINEURIAL CYST|TARLOV CYST, PERINEURAL CYST|TARLOV CYST, TARLOV CYST|PERINEURAL CYSTS|SACRAL NEURAL CYSTS|SACRAL PERINEURAL CYSTS|SACRAL TARLOV CYSTS|TARLOV CYSTS|PERINEURAL CYST, TARLOV CYST|TARLOV CYSTS, TARLOV CYSTS|PERINEURAL CYSTS|SACRAL, LUMBAR, THORACIC OR CERVICAL NERVE ROOT CYSTS","nan, ['TARLOV CYSTS', 'PERINEURAL CYSTS', 'SACRAL NEURAL CYSTS', 'SACRAL PERINEURAL CYSTS', 'SACRAL TARLOV CYSTS', 'TARLOV CYST'], QUISTE PERINEURAL, PERINEURAL CYST, ['CYST, PERINEURAL', 'CYST, PERINEURIAL', 'CYST, SACRAL PERINEURAL', 'CYSTS, PERINEURAL', 'CYSTS, PERINEURIAL', 'CYSTS, SACRAL PERINEURAL', 'CYSTS, SACRAL TARLOV', 'CYSTS, TARLOV', 'PERINEURAL CYST', 'PERINEURAL CYSTS', 'PERINEURIAL CYST', 'PERINEURIAL CYSTS', 'SACRAL PERINEURAL CYST', 'SACRAL PERINEURAL CYSTS', 'SACRAL TARLOV CYSTS', 'TARLOV CYSTS'], ['PERINEURAL CYST', 'CYST OF NERVE ROOT', 'CYST OF THE NERVE ROOT', 'CYST, PERINEURAL', 'CYST, PERINEURIAL', 'CYST, SACRAL PERINEURAL', 'CYSTS, PERINEURAL', 'CYSTS, PERINEURIAL', 'CYSTS, SACRAL PERINEURAL', 'CYSTS, SACRAL TARLOV', 'CYSTS, TARLOV', 'NERVE ROOT CYST', 'PERINEURAL CYSTS', 'PERINEURIAL CYST', 'PERINEURIAL CYSTS', 'SACRAL PERINEURAL CYST', 'SACRAL PERINEURAL CYSTS', 'SACRAL TARLOV CYSTS', 'TARLOV CYST', 'TARLOV CYSTS'], ['PERINEURAL CYST', 'CYST OF NERVE ROOT', 'CYST OF THE NERVE ROOT', 'NERVE ROOT CYST', 'PERINEURIAL CYST', 'TARLOV CYST'], ['PERINEURAL CYST', 'TARLOV CYST'], ['TARLOV CYST', 'PERINEURAL CYSTS', 'SACRAL NEURAL CYSTS', 'SACRAL PERINEURAL CYSTS', 'SACRAL TARLOV CYSTS', 'TARLOV CYSTS', 'PERINEURAL CYST'], ['TARLOV CYST', 'TARLOV CYSTS'], ['TARLOV CYSTS', 'PERINEURAL CYSTS', 'SACRAL, LUMBAR, THORACIC OR CERVICAL NERVE ROOT CYSTS']"
4819150,24,"TUMOR GRADE 1, GENERAL GRADING SYSTEM|G1|G1 GRADE|G1 STAGE|G1: WELL DIFFERENTIATED|GRADE 1|GRADE I|LOW GRADE|TUMOR GRADE G1|WELL DIFFERENTIATED","['TUMOR GRADE 1, GENERAL GRADING SYSTEM', 'G1', 'G1 GRADE', 'G1 STAGE', 'G1: WELL DIFFERENTIATED', 'GRADE 1', 'GRADE I', 'LOW GRADE', 'TUMOR GRADE G1', 'WELL DIFFERENTIATED']"
2449465,24,"NEOPLASM OF UNCERTAIN HISTOGENESIS|NEOPLASM OF UNCERTAIN ORIGIN|TUMOR OF UNCERTAIN HISTOGENESIS|TUMOR OF UNCERTAIN ORIGIN, NEOPLASM OF UNCERTAIN HISTOGENESIS|NEOPLASM OF UNCERTAIN ORIGIN|TUMOR OF UNCERTAIN HISTOGENESIS|TUMOR OF UNCERTAIN ORIGIN","['NEOPLASM OF UNCERTAIN HISTOGENESIS', 'NEOPLASM OF UNCERTAIN ORIGIN', 'TUMOR OF UNCERTAIN HISTOGENESIS', 'TUMOR OF UNCERTAIN ORIGIN'], ['NEOPLASM OF UNCERTAIN HISTOGENESIS', 'NEOPLASM OF UNCERTAIN ORIGIN', 'TUMOR OF UNCERTAIN HISTOGENESIS', 'TUMOR OF UNCERTAIN ORIGIN']"
132060,24,CEREBRAL CYSTIC MALFORMATION|INTRACRANIAL CYSTIC LESION,"['CEREBRAL CYSTIC MALFORMATION', 'INTRACRANIAL CYSTIC LESION']"
124978,24,DECREASED BOWEL SOUNDS|HYPOACTIVE BOWEL SOUNDS,"['DECREASED BOWEL SOUNDS', 'HYPOACTIVE BOWEL SOUNDS']"
136330,24,DYSAESTHESIA|DYSESTHESIAS|DYSESTHESIA,"['DYSAESTHESIA', 'DYSESTHESIAS', 'DYSESTHESIA']"
110470,24,CEREBELLAR OEDEMA|EDEMA OF THE CEREBELLUM|OEDEMA OF THE CEREBELLUM|CEREBELLAR EDEMA,"['CEREBELLAR OEDEMA', 'EDEMA OF THE CEREBELLUM', 'OEDEMA OF THE CEREBELLUM', 'CEREBELLAR EDEMA']"
134864,24,ABNORMAL SPINE|ABNORMAL VERTEBRAL COLUMN|ABNORMALITY OF THE SPINE|ABNORMALITY OF THE VERTEBRAL COLUMN|ABNORMALITY OF THE BACKBONE,"['ABNORMAL SPINE', 'ABNORMAL VERTEBRAL COLUMN', 'ABNORMALITY OF THE SPINE', 'ABNORMALITY OF THE VERTEBRAL COLUMN', 'ABNORMALITY OF THE BACKBONE']"
119774,24,ABNORMALITY OF THE SACRUM|ABNORMAL SACRUM MORPHOLOGY,"['ABNORMALITY OF THE SACRUM', 'ABNORMAL SACRUM MORPHOLOGY']"
183058,24,IMPAIRED TOUCH SENSATION|LOSS OF TACTILE SENSATION|IMPAIRED TACTILE SENSATION,"['IMPAIRED TOUCH SENSATION', 'LOSS OF TACTILE SENSATION', 'IMPAIRED TACTILE SENSATION']"
81984,24,TUMOR OF THE NERVOUS SYSTEM|NEOPLASIA OF THE NERVOUS SYSTEM|NERVOUS SYSTEM CANCER|NEOPLASM OF THE NERVOUS SYSTEM,"['TUMOR OF THE NERVOUS SYSTEM', 'NEOPLASIA OF THE NERVOUS SYSTEM', 'NERVOUS SYSTEM CANCER', 'NEOPLASM OF THE NERVOUS SYSTEM']"
160392,24,BREAKDOWN OF BONE|INCREASED BONE RESORPTION|OSTEOLYTIC DEFECTS OF BONES|OSTEOLYSIS,"['BREAKDOWN OF BONE', 'INCREASED BONE RESORPTION', 'OSTEOLYTIC DEFECTS OF BONES', 'OSTEOLYSIS']"
209447,24,GASTRO PAIN|GASTROINTESTINAL PAIN|ABDOMINAL PAIN|PAIN IN STOMACH|STOMACH PAIN|ABDOMINAL DISCOMFORT|UPSET STOMACH,"['GASTRO PAIN', 'GASTROINTESTINAL PAIN', 'ABDOMINAL PAIN', 'PAIN IN STOMACH', 'STOMACH PAIN', 'ABDOMINAL DISCOMFORT', 'UPSET STOMACH']"
